ProductNumber,ProductArName,ProductEnName,BrandName,CounrtyEn,PackageVolume,UnitEn,manufactureenglishname,ListedNameEn
2015-0140114-000557,معجون مبيض للاسنان,iWhite Instant toothpaste,Sylphar NV,Belgium,75,Milliliter (ml),Sylphar nv,Netaq Al-geldia trading LLC
2015-0140114-000560,معجون أسنان كولجيت  هيربال ,Colgate Herbal Toothpaste,Colgate,China,125,Milliliter (ml),Colgate Palmolive (China) Company Limited,General Trading Company
2015-0140114-000566,دابر الأعشاب معجون أسنان - باللح والليمون,Dabur Herb'l Natural Toothpaste - Salt & Lemon,Dabur Herb'l Natural Toothpaste - Salt & Lemon,United Arab Emirates,150,Gram (g),Naturelle LLC ,Khalifa Abdul Rahman Al Gosaibi Cold Stores
2015-0140124-000573,غسول الفم كولجيت بياض ناصع,Colgate OPTIC WHITE Mouthwash,Colgate,Thailand,500,Milliliter (ml),COLGATE-PALMOLIVE (THAILAND) LIMITED,General Trading Company
2015-0140114-000574,معجون الأسنان كولجيت للأسنان الحساسة تبييض,Colgate Sensitive Whitening Toothpaste,Colgate,Thailand,75,Milliliter (ml),COLGATE-PALMOLIVE (THAILAND) LIMITED,General Trading Company
2015-0140114-000581,دابر الأعثاب الحساس معجون الاسنان الطبيعي ,Dabur Herb'l Sensitive Natural Toothpaste,Dabur Herb'l Sensitive Natural Toothpaste,United Arab Emirates,150,Gram (g),Naturelle LLC ,Khalifa Abdul Rahman Al Gosaibi Cold Stores
2015-0140124-000584,غسول الفم كولجيت توتال برو للثة صحية,Colgate Total PRO-GUM HEALTH Mouthwash,Colgate,Thailand,400,Milliliter (ml),COLGATE-PALMOLIVE (THAILAND) LIMITED,General Trading Company
2015-0140124-000585,غسول الفم كولجيت برو-ريليف للأسنان الحساسة,Colgate Sensitive Pro-Relief Mouthwash,Colgate,Thailand,400,Milliliter (ml),COLGATE-PALMOLIVE (THAILAND) LIMITED,General Trading Company
2015-0140124-000586,غسول الفم كولجيت توتال ١٢ برو جارد سبيرمنت برست,Colgate Total 12 PRO-GUARD SPEARMINT BURST MW,Colgate,Thailand,500,Milliliter (ml),COLGATE-PALMOLIVE (THAILAND) LIMITED,General Trading Company
2015-0140114-000587,دابر الأعشاب مقاومة علامات تقدم السن - معجونأ الاس,Dabur Herb'l Anti Ageing Natural Red Toothpaste,Dabur Herb'l Anti Ageing Natural Red Toothpaste,United Arab Emirates,150,Gram (g),Naturelle LLC ,Khalifa Abdul Rahman Al Gosaibi Cold Stores
2015-0140124-000588,غسول الفم كولجيت توتال ١٢ برو جارد بيبرمنت بلاست,Colgate Total 12 PRO-GUARD PEPPERMINT BLAST MW,Colgate,Thailand,500,Milliliter (ml),COLGATE-PALMOLIVE (THAILAND) LIMITED,General Trading Company
2015-0140124-000589,غسول الفم كولجيت بلاكس ايس ,Colgate Plax ICE Mouthwash,Colgate,Thailand,500,Milliliter (ml),COLGATE-PALMOLIVE (THAILAND) LIMITED,General Trading Company
2015-0140114-000590, معجون الأسنان كولجيت اوبتك وايت - بياض ناصع,Colgate OPTIC WHITE Toothpaste,Colgate,Brazil,75,Milliliter (ml),COLGATE PALMOLIVE INDUSTRIAL LTDA (Brazil),General Trading Company
2015-0140114-000592,كولجيت برو-ريليف للأسنان الحساسة + مبيض,Colgate Sensitive Pro-Relief + WHITENING,Colgate,Brazil,75,Milliliter (ml),COLGATE PALMOLIVE INDUSTRIAL LTDA (Brazil),General Trading Company
2015-0140124-000631,غسول الفم ومبيض اراسنان,iWhite instant mouthwash,Sylphar NV,Belgium,500,Milliliter (ml),Sylphar nv,Netaq Al-geldia trading LLC
2015-0140114-000633,دابر المسواك - الذهب,Dabur Miswak - Gold ,Dabur Miswak - Gold ,United Arab Emirates,120,Gram (g),Naturelle LLC ,Khalifa Abdul Rahman Al Gosaibi Cold Stores
2015-0140114-000640,معجون اسنان كولجيت اقصي حماية ضد التسوس مع معادل ح,Colgate Toothpaste Maximum Cavity Protection,Colgate,China,100,Milliliter (ml),Colgate Palmolive (China) Company Limited,General Trading Company
2015-0140114-000645,اورال بي برو اكسبرت النعناع المنعش,Oral-B Pro-Expert All-Around Protection Fresh Mint,ORAL B,Germany,75,Milliliter (ml),Procter & Gamble Manufacturing GmbH,Ahmad Mohammad Abdul Wahab Naghi & Sons. Alnaghi
2015-014015401541-000650,أوريكس محلول اسبراى للعناية بالفم والحلق ,OREX SPRAY SOLUTION  ORAL CAVITY CARE ,OREX,Egypt,60,Milliliter (ml),leadred,tma alsaudia establishment
2015-0140114-000653,دابر الأعشاب معجون أسنان -بالقرنفل,Dabur Herb'l Natural Toothpaste - Clove,Dabur Herb'l Natural Toothpaste - Clove,United Arab Emirates,150,Gram (g),Naturelle LLC ,Khalifa Abdul Rahman Al Gosaibi Cold Stores
2015-0140124-000660,غسول للفم,boots smile sensitive alcohol free mouthwash ,Boots,United Kingdom,500,Milliliter (ml),the boots company plc,Tiryaq Al Shifa Co. Wll.
2015-0140114-000680,أورال بي برو اكسبرت تنظيف عميق,Oral B Pro Expert Deep Clean,ORAL B,Germany,75,Milliliter (ml),Procter & Gamble Manufacturing GmbH,Ahmad Mohammad Abdul Wahab Naghi & Sons. Alnaghi
2015-0140114-000689,اورال بي برو اكسبرت الحسّّّاسة تبيض لطيف,Oral B Pro Expert Sensitive & Gentle Whitening,ORAL B,Germany,75,Milliliter (ml),Procter & Gamble Manufacturing GmbH,Ahmad Mohammad Abdul Wahab Naghi & Sons. Alnaghi
2015-0140114-000692,سيجنال معجون اسنان  للاسنان الحساسة للتبييض ,Signal toothpaste sensitive whitening ,Signal,Egypt,75,Milliliter (ml),Unilever Mashreq for personal care,SAID MOHAMMED OBAID BINZAGR
2015-0140114-000695,أورال بي برو اكسبرت تبيض,Oral B Pro Expert Whitening,ORAL B,Germany,75,Milliliter (ml),Procter & Gamble Manufacturing GmbH,Ahmad Mohammad Abdul Wahab Naghi & Sons. Alnaghi
2015-0140114-000716,أورال بي برو اكسبرت واقي مينا الأسنان,Oral-B Pro-Expert Enamel Shield,ORAL B,Germany,75,Milliliter (ml),Procter & Gamble Manufacturing GmbH,Ahmad Mohammad Abdul Wahab Naghi & Sons. Alnaghi
2015-0140114-000718,اورال بي برو اكسبرت حساسية الأسنان,Oral B Pro Expert Professional Sensitivity,ORAL B,Germany,75,Milliliter (ml),Procter & Gamble Manufacturing GmbH,Ahmad Mohammad Abdul Wahab Naghi & Sons. Alnaghi
2015-0140114-000724,أورال بي كومبليت اكسترا وايت,Oral B Complete Extra White,ORAL B,Germany,100,Milliliter (ml),Procter & Gamble Manufacturing GmbH,Ahmad Mohammad Abdul Wahab Naghi & Sons. Alnaghi
2015-0140114-000725,أورال بي كومبليت غسول الفم + مبيّض,Oral B Complete Mouthwash + Whitening,ORAL B,Germany,100,Milliliter (ml),Procter & Gamble Manufacturing GmbH,Ahmad Mohammad Abdul Wahab Naghi & Sons. Alnaghi
2015-0140114-000731,أورال بي برو اكسبرت بريميوم التحكم في البلاك,Oral B Pro Expert Premium Plaque Control,ORAL B,Germany,75,Milliliter (ml),Procter & Gamble Manufacturing GmbH,Ahmad Mohammad Abdul Wahab Naghi & Sons. Alnaghi
2015-0140114-000738,أورال بي كومبليت اكسترا فريش,Oral B Complete Extra Fresh,ORAL B,Germany,100,Milliliter (ml),Procter & Gamble Manufacturing GmbH,Ahmad Mohammad Abdul Wahab Naghi & Sons. Alnaghi
2015-0140114-000763,معجون للاسنان,boots smile kids toothpaste ages 0-2,Boots,United Kingdom,50,Milliliter (ml),the boots company plc,Tiryaq Al Shifa Co. Wll.
2015-0140114-000768,معجون للاسنان,boots smile totalcare flouride toothpaste,Boots,United Kingdom,20,Milliliter (ml),the boots company plc,Tiryaq Al Shifa Co. Wll.
2015-0140114-000769, ريجينيرات مجعون اسنان علم المينا,regenerate toothpaste enamel,regenerate,France,75,Milliliter (ml),UNILEVER FRANCE HPCI,SAID MOHAMMED OBAID BINZAGR
2015-0140114-000772,اورال بي برو اكسبرت نعناع خفيف,Oral B Pro Expert All Around Protection Mild mint,ORAL B,Germany,75,Milliliter (ml),Procter & Gamble Manufacturing GmbH,Ahmad Mohammad Abdul Wahab Naghi & Sons. Alnaghi
2015-0140114-000773,أورال بي برو اكسبرت حماية اللثة,Oral B Pro Expert Professional Gum Protection,ORAL B,Germany,75,Milliliter (ml),Procter & Gamble Manufacturing GmbH,Ahmad Mohammad Abdul Wahab Naghi & Sons. Alnaghi
2015-0140114-000780,كرست 3د وايت المنعش نعناع قوي,CREST 3D WHITE FRESH EXTREME MINT,CREST,Germany,125,Milliliter (ml),Procter & Gamble Manufacturing GmbH,Ahmad Mohammad Abdul Wahab Naghi & Sons. Alnaghi
2015-0140114-000781,كرست بقوة الملح إنتعاش الثلج,CREST SALT POWER ICY FRESH,CREST,Germany,125,Milliliter (ml),Procter & Gamble Manufacturing GmbH,Ahmad Mohammad Abdul Wahab Naghi & Sons. Alnaghi
2015-0140114-000782,كرست 3د وايت مُنعش انتعاش المياه الباردة,CREST 3D WHITE FRESH COOL WATER,CREST,Germany,125,Milliliter (ml),Procter & Gamble Manufacturing GmbH,Ahmad Mohammad Abdul Wahab Naghi & Sons. Alnaghi
2015-0140114-000783,كرست حماية ضد التسوس كالسى-دنت منعش,CREST CAVITY PROTECTION CALCI-DENT FRESH,CREST,Germany,125,Milliliter (ml),Procter & Gamble Manufacturing GmbH,Ahmad Mohammad Abdul Wahab Naghi & Sons. Alnaghi
2015-0140114-000789,لاكولت معجون أسنان أكتيف ,lacalut tooth paste active ,Lacalut,Germany,75,Milliliter (ml),DR.THEISS NATURWAREN GMBH,Manayer Najd Trading & medical Needs co
2015-0140114-000790,لاكلوت معجون أسنان أبيض ,lacalut tooth paste white ,laculate ,Germany,75,Milliliter (ml),DR.THEISS NATURWAREN GMBH,Manayer Najd Trading & medical Needs co
2015-0140114-000792,محجون الاسنان,boots smile whitening fluoride toothpaste,Boots,United Kingdom,100,Milliliter (ml),the boots company plc,Tiryaq Al Shifa Co. Wll.
2015-0140124-000794,غسول فم للاطفال فوق ست سنوات   ,boots smile kids mildmint mouthwash ages 6+,Boots,United Kingdom,250,Milliliter (ml),the boots company plc,Tiryaq Al Shifa Co. Wll.
2015-0140114-000810,معجون اسنان لتقويم الاسنان,boots expert dental orthodontic toothpaste,Boots,United Kingdom,100,Milliliter (ml),the boots company plc,Tiryaq Al Shifa Co. Wll.
2015-014015401541-000830,كوربور سانو معجون أسنان للحماية الكاملة , CORPORE SANO TOOTHPASTE TOTAL PROTECTION,CORPORE SANO,Italy,75,Milliliter (ml),INCOS COSMECEUTICA INDUSTRIALE S.r.l,Mohammed Zaid Al Ashban & His Sons Company
2015-0140124-000832,كوربور سانو غسول فم,CORPORE SANO MOUTH WASH,CORPORE SANO,Spain,250,Milliliter (ml),PRODUCTOS BÚFALO S.A ,Mohammed Zaid Al Ashban & His Sons Company
2015-0140114-000843,كوربور سانو معجون أسنان حماية منعشة ,CORPORE SANO TOOTHPASTE FRESH PROTECTION,CORPORE SANO,Spain,75,Milliliter (ml),PRODUCTOS BÚFALO S.A ,Mohammed Zaid Al Ashban & His Sons Company
2015-0140134Code6-000867,الجيديوم معجون مبيض للأسنان بالنعناع,Elgydium whitening toothpaste with mint,Elgydium,France,75,Milliliter (ml),Pierre Fabre Medicament Production,Bader Salem A.Bugshan and Bros
2015-0140114-000878,معجون اسنان للأطفال من 2-6 سنوات,boots smile kids toothpaste ages 2-6,Boots,United Kingdom,50,Milliliter (ml),the boots company plc,Tiryaq Al Shifa Co. Wll.
2015-014015401541-000894,سنسيجل جل للأسنان الحساسة,Sensigel dental gel for sensitive teeth,Sensigel ,France,50,Milliliter (ml),Pierre Fabre Medicament Production,Bader Salem A.Bugshan and Bros
2019-0140114-156036,ايكونسيبت عدة أسنان,ECONCEPT DENTAL KIT,ECONCEPT,China,3,Gram (g),I HOTEL GUEST AMENITIES CO. LTD,Integral Hotel Supplies company Co. LTD
2019-0140114-156039,موتيارا عدة أسنان,MOTIARA DENTAL KIT,MOTIARA,China,3,Gram (g),I HOTEL GUEST AMENITIES CO. LTD,Integral Hotel Supplies company Co. LTD
2019-0140114-156040,مارفيلوس عدة أسنان,MARVELOUS DENTAL KIT,MARVELOUS,China,3,Gram (g),I HOTEL GUEST AMENITIES CO. LTD,Integral Hotel Supplies company Co. LTD
2019-0140114-138076,معجون الاسنان بريليانس ,IBTISAMA BRILLIANCE TOOTHPASTE,IBTISAMA,United States,50,Milliliter (ml),IBTISAMA COSMETICS AND MAKEUP TRADING LLC,Fountains Of Youth Establishment
2019-0140124-138117,أوراسترين غسول للفم,Orastrin mouth wash,Orastrin ,Kingdom of Saudi Arabia,300,Milliliter (ml),hotel suppliers factory,aljazira
2018-0140114-121320,دابر الأعشاب معجون أسنان طبيعي للحماية من التسوّس ,Dabur Herb'l Natural Toothpaste- Clove,Dabur Herb'l,United Arab Emirates,150,Gram (g),Naturelle LLc,ARAB TRADING -TAMER GROUP
2017-0140134Code6-062700,سبلات سبيشيال معجون اسنان تبييض اكستريم وايت,SPLAT SPECIAL WHITENING TOOTHPASTE EXTREME WHITE,SPLAT SPECIAL,Russia,75,Milliliter (ml),ORGANIC PHARMACEUTICALS,Arma Trading Est
2017-0140114-062778,كرست 3D بياض قوة النعناع,Crest 3DWhite Extreme Mint Toothpaste,CREST,Germany,50,Milliliter (ml),Procter & Gamble Manufacturing GmbH,Ahmad Mohammad Abdul Wahab Naghi & Sons. Alnaghi
2017-0140134Code6-062809,سبلات بروفشنال وايت بلاس معجون اسنان ,SPLAT PROFESSIONAL WHITE PLUS TOOTHPASTE,SPLAT PROFESSIONAL,Russia,100,Milliliter (ml),ORGANIC PHARMACEUTICALS,Arma Trading Est
2017-0140114-062871,بلانكس وايت شوك التركيبة الزرقاء,BlanX White Shock Instant White Non Abrasive Tooth,بلانكس,Italy,75,Milliliter (ml), Coswell SpA,Medical and Pharmaceutical Services Co.
2017-0140114-085341,معجون أسنان كولجيت ناتشورال اكستراكتس أقوي إنتعاش,Colgate Toothpaste Natural Extracts Ultimate Fresh,Colgate,China,75,Milliliter (ml),Colgate Palmolive (China) Company Limited,General Trading Company
2018-014015401541-131349,دينتا جل جل ملطف للفم ,DENTAGEL mouth soothing gel ,DENTAGEL,Kingdom of Saudi Arabia,30,Milliliter (ml),ALHALEES FACTORY FOR MEDICAL SUPPLY,ALHALEES CENTER COMPANY LIMITED
2015-0140114-000966,معجون للاسنان,boots smile sensitive fluoride toothpaste,Boots,United Kingdom,100,Milliliter (ml),the boots company plc,Tiryaq Al Shifa Co. Wll.
2015-0140114-000997,معجون للاسنان بدون فلورايد,boots smile non fluoride toothpaste,Boots,United Kingdom,100,Milliliter (ml),the boots company plc,Tiryaq Al Shifa Co. Wll.
2015-0140114-001011,معجون اسنان للاطفال 6+ سنوات,boots smile kids toothpaste ages 6+,Boots,United Kingdom,50,Milliliter (ml),the boots company plc,Tiryaq Al Shifa Co. Wll.
2015-0140124-001012,جرين ناترا غسول للفم ,Green Natura Mouthwash,Green Natura ,China,35,Milliliter (ml),"Yangzhou Kailai Hotel Amenities Co.,Ltd","Tazia Trading, Est."
2015-0140114-001173,الوفريش جل للاسنان و اللثة الحساسة,ALOE FRESH gel for sensitive gum and teeth,Aloe Fresh ,Italy,100,Milliliter (ml),ESI S.P.A,AlNahdi Medical Co
2015-0140134Code6-001182,الوفريش معجون مبيض,Aloe Fresh whitening toothpaste,Aloe Fresh,Italy,100,Milliliter (ml),ESI S.P.A,AlNahdi Medical Co
2015-0140134Code6-001210, الو فريش معجون اسنان جل لاسنان بيضاء     ,Aloe fresh whitening gel toothpaste ,Aloe Fresh,Italy,100,Milliliter (ml),ESI S.P.A,AlNahdi Medical Co
2015-0140124-001216,انليفن كوول مينت ماوس واش,Enliven coolmint mouthwash,Enliven,United Kingdom,500,Milliliter (ml),DCS manufacturing ltd,murad trading Est
2015-0140114-001275,د.اورجانك  شجرة الشاي معجون اسنان,Dr.organic tea tree toothpaste,Dr.Organic,Italy,100,Milliliter (ml),Dr.Organic Ltd,AL-DAWAA Medical Services Co.Ltd
2015-0140114-001286,معجون أسنان - ببسودنت فلورايد,Pepsodent toothpaste fluoride,Pepsodent,Indonesia,190,Gram (g),PT. UNILEVER INDONESIA TBK,MIZANAIN TRADING AND MARKETING
2015-0140114-001287,معجون أسنان - ببسودنت فلورايد,Pepsodent toothpaste fluoride,Pepsodent,Indonesia,120,Gram (g),PT. UNILEVER INDONESIA TBK,MIZANAIN TRADING AND MARKETING
2015-0140114-001288,معجون أسنان - ببسودنت فلورايد,Pepsodent toothpaste fluoride,Pepsodent,Indonesia,75,Gram (g),PT. UNILEVER INDONESIA TBK,MIZANAIN TRADING AND MARKETING
2015-0140114-001289,معجون أسنان - ببسودنت فلورايد,Pepsodent toothpaste fluoride,Pepsodent,Indonesia,25,Gram (g),PT. UNILEVER INDONESIA TBK,MIZANAIN TRADING AND MARKETING
2015-0140114-001290,معجون أسنان - ببسودنت أعشاب,Pepsodent toothpaste herbal,Pepsodent,Indonesia,120,Gram (g),PT. UNILEVER INDONESIA TBK,MIZANAIN TRADING AND MARKETING
2015-0140114-001305,ويلزياد مناديل أسنان,ً WELZIAD TOOTH WIPES ,WELZIAD,United Arab Emirates,12,Wipes ,ZIVA WETWIPES FZCO,.DARAA AL-ARAYS TRADING EST
2015-0140114-001327, د.اورجانك معجون اسنان بخلاصة الرمان,Dr.organic pomegranate toothpaste healthy gums,Dr.Organic,Italy,100,Milliliter (ml),Dr.Organic Ltd,AL-DAWAA Medical Services Co.Ltd
2018-0140114-104054,ايفا سموكرز بودرة تنظيف الاسنان بالفلورين,Eva Smokers Tooth Powder with Fluorine ,EVA SMOKER,Egypt,40,Gram (g),Eva Cosmetics Corporation,Sara Group Holding
2018-02-013371,مارفيس معجون اسنان بالنعناع والزهر,Marvis Jasmin mint Toothpaste,marvis,Italy,75,Milliliter (ml),ludovico martelli,National Distribution
2018-02-013371,مارفيس معجون اسنان بالنعناع والزهر,Marvis Jasmin mint Toothpaste,marvis,Italy,25,Milliliter (ml),ludovico martelli,National Distribution
2018-02-013371,مارفيس معجون اسنان بالنعناع والزهر,Marvis Jasmin mint Toothpaste,marvis,Italy,85,Milliliter (ml),ludovico martelli,National Distribution
2018-02-013371,مارفيس معجون اسنان بالنعناع والسوس,Marvis Amarelli Licorice Toothpaste,Marvis ,Italy,75,Milliliter (ml),ludovico martelli,National Distribution
